isn_dob_bis_viol,boro,bin,block,lot,issue_date,violation_type_code,violation_number,house_number,street,device_number,description,number,violation_category,violation_type,disposition_date,disposition_comments,ecb_number
2425124,3,3059078,2104.0,25.0,20191113,LANDMK,20-0216,271,ADELPHI STREET,,,V111319LANDMK20-0216,V-DOB VIOLATION - ACTIVE,LANDMK-LANDMARK,,,
2342376,3,3131334,5502.0,6.0,20190405,JVIOS,00470,5809,15 AVE,3P7960,2017 VIOS ISSUED TO ELEVATORS IN PRIVATE RES DWELLINGS (1 OR 2 FAMILY DWELLINGS),V040519JVIOS00470,V-DOB VIOLATION - ACTIVE,JVIOS-PRIVATE RESIDENTIAL ELEVATOR,,,
2369883,3,3067939,2725.0,21.0,20190709,AEUHAZ1,00380,481,HUMBOLDT STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*070919AEUHAZ100380,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20190905.0,810    C/C RECEIVED BEFORE AEUHAZ,35418116H
2350277,4,4092399,3803.0,14.0,20190516,AEUHAZ1,01164,78-16,COOPER AVENUE,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*051619AEUHAZ101164,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20190710.0,SQS    PAID INVOICE#62104368,35375682P
2354708,3,3055074,1917.0,1917.0,20190520,EVCAT5,03163,266,WASHINGTON AVENUE,3P1652,FAILURE TO PERFORM CATEGORY 5 INSPECTION,V*052019EVCAT503163,V*-DOB VIOLATION - DISMISSED,EVCAT5-NON-RESIDENTIAL ELEVATOR PERIODIC INSPECTION/TEST,20191003.0,"CIAMDD DISMISSED,2017 CAT5 PERFORMED 10/24/17 & FILED 11/13/17.",
2367125,3,3038799,1443.0,51.0,20190626,AEUHAZ1,00766,2411,DEAN STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V062619AEUHAZ100766,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1,,,35384187M
2324355,3,3048516,1743.0,17.0,20190213,IMEGNCY,12560,110,MARTIN L KING PLACE,,"INSTALL APROX. 80 LINEAR FT TOTAL OF 6FT HIGH CHAIN LINK FENCE ALONG            THE ENTIRE EXP#2 SIDE OF BLDG . FENCE SHALL PROJECT 15 FT OF THIS SIDE          WITH TWO 15 FOOT RETURNS AT THE CORNER OF EXP#1 & #2 , & AT THE CORNER          OF EXP#2 & #3.,NOTE FENCING WILL BE INSTALLED ON THE ADJACENT PROPERTY          SCHOOL YARD (I.S. 33)AT 120 MARTIN LURTHER KING PLACE",V021319IMEGNCY12560,V-DOB VIOLATION - ACTIVE,IMEGNCY-IMMEDIATE EMERGENCY,,,
2384456,1,1000859,31.0,1.0,20190906,ACC1,00085,4,HANOVER SQ.,1P29813,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V*090619ACC100085,V*-DOB VIOLATION - DISMISSED,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,20191011.0,ACC1   2017 AOC PENALTY PAID.,
2405596,3,3153376,6041.0,57.0,20191021,C,1001KG,39,87 STREET,,STOP ALL WORK IMMEDIATELY AND MAKE THE SITE SAFE CONTACT THE BOROUGH C          OMMISSIONER'S OFFICE AT 718 802-3677 FOR ANY QUESTIONS,V*102119C1001KG,V*-DOB VIOLATION - DISMISSED,C-CONSTRUCTION,20191212.0,"DISMISSED, SWO HAS BEEN RESCINDED",
2353481,1,1004062,325.0,325.0,20190520,EVCAT5,01935,123,MANGIN STREET,1P45417,FAILURE TO PERFORM CATEGORY 5 INSPECTION,V052019EVCAT501935,V-DOB VIOLATION - ACTIVE,EVCAT5-NON-RESIDENTIAL ELEVATOR PERIODIC INSPECTION/TEST,,,
2430184,2,2051408,4436.0,1.0,20191102,BENCH,00584,789,WARING AVENUE,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,V110219BENCH00584,V-DOB VIOLATION - ACTIVE,BENCH-FAILURE TO BENCHMARK,,,
2431128,3,3089620,4039.0,1.0,20191103,BENCH,00080,1091,SUTTER AVENUE,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,V110319BENCH00080,V-DOB VIOLATION - ACTIVE,BENCH-FAILURE TO BENCHMARK,,,
2388488,2,2050819,4392.0,42.0,20190906,ACC1,04117,2323,EASTCHESTER RD,2P4722,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V*090619ACC104117,V*-DOB VIOLATION - DISMISSED,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,20191101.0,"CIAMDD DISMISSED,2017 CAT1 AOC PENALTY PAID- INV#62135753, CHK#4320135914.",
2400816,2,2042503,4011.0,38.0,20191001,RWNRF,00369,611,MORRIS PARK AVENUE,,FAILED TO FILE CYCLE 1 TECHNICAL REPORT BY 12/31/2018 PER RCNY 103-09,V100119RWNRF00369,V-DOB VIOLATION - ACTIVE,RWNRF-RETAINING WALL,,,
2327275,1,1083369,203.0,10.0,20190306,AEUHAZ1,00317,54,ELIZABETH STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*030619AEUHAZ100317,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20190510.0,ECB DISMISSED,32096219M
2410711,1,1014972,800.0,9.0,20191108,LBLVIO,02201,157,WEST 24 STREET,00103312,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO02201,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2358898,3,3336460,515.0,7501.0,20190502,BENCH,01806,122,VERONA STREET,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,V*050219BENCH01806,V*-DOB VIOLATION - DISMISSED,BENCH-FAILURE TO BENCHMARK,20190531.0,CHALLENGE APPROVED,
2417524,3,3254756,8163.0,40.0,20191108,LBLVIO,09014,9424,FARRAGUT ROAD,00096531,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO09014,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2317911,1,1064320,2177.0,163.0,20190109,AEUHAZ1,00113,854,WEST 180 STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*010919AEUHAZ100113,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20190124.0,MZX    62051628,35352162J
2403458,1,1055698,1843.0,44.0,20191017,AEUHAZ1,00264,18,WEST 108 STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*101719AEUHAZ100264,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20200220.0,999999 PD INV#62165919,35254575Z
2430196,2,2097413,4905.0,265.0,20191102,BENCH,00596,1991,NEEDHAM AVENUE,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,V110219BENCH00596,V-DOB VIOLATION - ACTIVE,BENCH-FAILURE TO BENCHMARK,,,
2345732,3,3213971,7744.0,29.0,20190422,C,1801MH,983,EAST 40 STREET,,"STOP ALL WORK, MAKE SITE SAFE CONTACT DOB",V042219C1801MH,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION,,,
2427880,1,1007824,505.0,36.0,20191112,LL2604S,NRF00015,233,SPRING STREET,,"FAILED TO FILE FINAL SPRINKLER REPORT BY JULY 1, 2019",V111219LL2604SNRF00015,V-DOB VIOLATION - ACTIVE,LL2604S-SPRINKLER,,,
2359116,3,3043017,1591.0,45.0,20190502,BENCH,02024,80,LEWIS AVENUE,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,V050219BENCH02024,V-DOB VIOLATION - ACTIVE,BENCH-FAILURE TO BENCHMARK,,,
2416055,3,3028290,1149.0,9.0,20191108,LBLVIO,07545,673,CLASSON AVENUE,00070311,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO07545,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2420264,3,3126584,5385.0,22.0,20191108,LBLVIO,11754,570,EAST 2 STREET,00828293,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO11754,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2404521,4,4048009,1951.0,10.0,20191017,AEUHAZ1,01327,57-41,GRANGER STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*101719AEUHAZ101327,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20200123.0,SQS    PAID INVOICE # 41503835 VERIFIED,35444238P
2410765,1,1082022,107.0,38.0,20191108,LBLVIO,02255,29,PECK SLIP,00105606,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO02255,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2336913,1,1017595,869.0,34.0,20190405,EVCAT1,00742,86,PARK AVE,1P45192,VIOLATION ISSUED TO ELEVATOR - FAILURE TO FILE CATEGORY 1 2017 INSPECTION/TEST,V*040519EVCAT100742,V*-DOB VIOLATION - DISMISSED,EVCAT1-ELEVATOR ANNUAL INSPECTION / TEST,20190412.0,CAT 1  DEVICE 1P45192_REMOVED MOO126979-11-VT  SO/020419 (EXPIRED EBN#1386/15),
2323196,4,4087240,3600.0,33.0,20190206,AEUHAZ1,00465,72-24,65 PLACE,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*020619AEUHAZ100465,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20190501.0,MZX    41459081,35370375M
2330084,1,1001232,88.0,1.0,20190318,EARCX,10037,217,BROADWAY,,FAILURE TO SUBMIT AN EER PER AD. CODE SEC. 28-308.4 IN 2018,V*031819EARCX10037,V*-DOB VIOLATION - DISMISSED,EARCX-FAILURE TO SUBMIT EER,20200131.0,PD INV#62162050,
2354303,3,3337244,788.0,788.0,20190520,EVCAT5,02757,125,51 STREET,3F1471,FAILURE TO PERFORM CATEGORY 5 INSPECTION,V052019EVCAT502757,V-DOB VIOLATION - ACTIVE,EVCAT5-NON-RESIDENTIAL ELEVATOR PERIODIC INSPECTION/TEST,,,
2335407,3,3095648,4263.0,5.0,20190403,AEUHAZ1,00358,609,LOGAN STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*040319AEUHAZ100358,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20190919.0,YUM    PAID INV 62117951,35379699J
2403494,1,1061706,2069.0,42.0,20191017,AEUHAZ1,00300,880,ST NICHOLAS AVENUE,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*101719AEUHAZ100300,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20200706.0,HPM    PAID INVOICE# 90264411,35375562K
2349511,1,1089411,702.0,4.0,20190516,AEUHAZ1,00398,545,WEST 30 STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*051619AEUHAZ100398,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20190531.0,810    PAID INV#62089051,35377500Y
2337958,3,3033796,1288.0,1.0,20190405,EVCAT1,01787,1607,BEDFORD AVE,3P11691,VIOLATION ISSUED TO ELEVATOR - FAILURE TO FILE CATEGORY 1 2017 INSPECTION/TEST,V040519EVCAT101787,V-DOB VIOLATION - ACTIVE,EVCAT1-ELEVATOR ANNUAL INSPECTION / TEST,,,
2366882,2,2017368,3312.0,8.0,20190626,AEUHAZ1,00523,162,EAST 206 STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V062619AEUHAZ100523,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1,,,35380241X
2381916,5,5110428,8.0,99.0,20190802,BENCH,02054,19,HYATT STREET,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,V080219BENCH02054,V-DOB VIOLATION - ACTIVE,BENCH-FAILURE TO BENCHMARK,,,
2385047,1,1009492,573.0,62.0,20190906,ACC1,00676,35,W 9TH ST,1P7242,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V090619ACC100676,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,,,
2366850,2,2007796,2816.0,55.0,20190626,AEUHAZ1,00491,1335,MORRIS AVENUE,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*062619AEUHAZ100491,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20190906.0,ECB DISMISSED,35352859J
2412143,2,2092059,2852.0,14.0,20191108,LBLVIO,03633,12,EAST 177 STREET,00005653,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO03633,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2419277,3,3397513,961.0,7502.0,20191108,LBLVIO,10767,255,4 AVENUE,00161196,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO10767,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2337959,3,3035400,1330.0,14.0,20190405,EVCAT1,01788,350,LEFFERTS AVE,3P3336,VIOLATION ISSUED TO ELEVATOR - FAILURE TO FILE CATEGORY 1 2017 INSPECTION/TEST,V040519EVCAT101788,V-DOB VIOLATION - ACTIVE,EVCAT1-ELEVATOR ANNUAL INSPECTION / TEST,,,
2377950,3,3168925,6445.0,31.0,20190822,AEUHAZ1,00520,2108,BATH AVENUE,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*082219AEUHAZ100520,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20191009.0,SQS    PAID INVOICE # 41491725,35425409R
2410844,1,1024968,1034.0,31.0,20191108,LBLVIO,02334,687,8TH AVE,00109163,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO02334,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2352270,1,1001260,90.0,90.0,20190520,EVCAT5,00724,19,ANN STREET,1F10071,FAILURE TO PERFORM CATEGORY 5 INSPECTION,V*052019EVCAT500724,V*-DOB VIOLATION - DISMISSED,EVCAT5-NON-RESIDENTIAL ELEVATOR PERIODIC INSPECTION/TEST,20191223.0,CIALHE IS CAT5 ELIGIBLE NO - NOT REQUIRED,
2384567,1,1001106,65.0,1002.0,20190906,ACC1,00196,65,NASSAU ST,1P1180,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V090619ACC100196,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,,,
2388386,2,2021310,3519.0,42.0,20190906,ACC1,04015,541,COMMONWEALTH AVE,2P1448,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V090619ACC104015,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,,,
2380257,2,2003083,2506.0,62.0,20190802,BENCH,00636,1203,JEROME AVENUE,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,V*080219BENCH00636,V*-DOB VIOLATION - DISMISSED,BENCH-FAILURE TO BENCHMARK,20200214.0,PD INV#62166352,
2434542,1,1060546,2033.0,7502.0,20191226,AEUHAZ1,00105,234,WEST 148 STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V122619AEUHAZ100105,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1,,,35365679P
2349403,1,1060459,2030.0,34.0,20190516,AEUHAZ1,00290,2492,7 AVENUE,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*051619AEUHAZ100290,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20191004.0,ECB DISMISSED,35386125X
2344156,3,3065292,2594.0,29.0,20190417,AEUHAZ1,00219,183,GUERNSEY STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*041719AEUHAZ100219,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20190809.0,ECB DOWNGRADED TO CLASS 2 OR 3,35364552N
2334622,2,2000744,2315.0,18.0,20190330,C,CNE01DG,321,EAST 140 STREET,,.DUE TO SPALLING CEMENT STUCCO AND BRICK FALLING FROM THE ADJACENT              PROPERTY 300 ALEXANDER AVENUE THE COURT YARD OF THE LIFRARY HAVE BEEN           RENDERED NON COMPLAINT . ALSO THE SPALIN IS ALSO FALLING ONTO THE ROOF           AT THE REAR OF THE LIBRARY,V033019CCNE01DG,V-DOB VIOLATION - ACTIVE,C-CONSTRUCTION,,,
2353316,1,1016145,847.0,847.0,20190520,EVCAT5,01770,109,5 AVENUE,1P4154,FAILURE TO PERFORM CATEGORY 5 INSPECTION,V*052019EVCAT501770,V*-DOB VIOLATION - DISMISSED,EVCAT5-NON-RESIDENTIAL ELEVATOR PERIODIC INSPECTION/TEST,20191120.0,CAT5    2010 CAT5 WAS DONE ON TIME 02/24/10 AND 2015 CAT5 WAS DONE ON TIME 01/21,
2320260,2,2014907,3224.0,20.0,20190118,E,9027/641976,114,W 183 ST,2P1812,,V*011819E9027/641976,V*-DOB VIOLATION - Resolved,E-ELEVATOR,20190306.0,"PPN203 AOC SUB ON 02/26/19 BY:CHAMPION ELEV.CORJOSEPH P. CARFORA, CERT#83131",
2363662,M,1079921,2162.0,1.0,20190430,FISPNRF,00596,101,WADSWORTH AVENUE,8C807223,FAILED TO FILE FISP CYCLE 8C TECHNICAL REPORT BY 02/21/2019,V043019FISPNRF00596,V-DOB VIOLATION - ACTIVE,FISPNRF-NO REPORT AND / OR LATE FILING (FACADE),,,
2430908,4,4597008,5104.0,7503.0,20191102,BENCH,01308,132-08,POPLE AVENUE,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,V110219BENCH01308,V-DOB VIOLATION - ACTIVE,BENCH-FAILURE TO BENCHMARK,,,
2389389,4,4003516,273.0,1.0,20190906,ACC1,05018,29-10,THOMSON AV,4P12151,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V090619ACC105018,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,,,
2334289,3,3116227,5065.0,21.0,20190217,BENCH,00167,118,CLARKSON AVENUE,,FAILURE TO FILE BENCHMARKING REPORT OF ENERGY USE AS PER AD. CODE SEC. 28-309.4,V*021719BENCH00167,V*-DOB VIOLATION - DISMISSED,BENCH-FAILURE TO BENCHMARK,20200812.0,PD INV#62189821,
2346067,3,3174617,6604.0,79.0,20190427,P,19-00304,1529,WEST 3 STREET,,THE DEPT.OF BUILDINGS INTENDS TO REVOKE ALL PERMIT AND APPR0VALS                ISSUED IN CONNECTION WITH JOB  #321070461-01-PL DUE TO THE REVOCATION           OF THE MASTER PLUMBERS LICENSE#2084. STOP ALL PLUMBING WORK  UNDER              CITED PERMIT...MAKE SITE SAFE ONLY...,V*042719P19-00304,V*-DOB VIOLATION - DISMISSED,P-PLUMBING,20190701.0,SWO LIFT FOR PLUMBING WORK PERMIT 321070461 HAS BEEN SUPERSEDED BY NEW APPLICANT,
2416744,3,3131358,5502.0,38.0,20191108,LBLVIO,08234,5802,16 AVENUE,00075663,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO08234,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2317926,1,1065083,2250.0,72.0,20190109,AEUHAZ1,00128,270,SEAMAN AVENUE,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V010919AEUHAZ100128,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1,,,35365108L
2367586,3,3402993,4891.0,34.0,20190626,AEUHAZ1,01227,3719,SNYDER AVENUE,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V062619AEUHAZ101227,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1,,,35405809H
2395248,4,4837047,1336.0,38.0,20190906,ACC1,10877,40-05,61 STREET,4P5772,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V090619ACC110877,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,,,
2422497,4,4210550,9841.0,57.0,20191108,LBLVIO,13987,168-39,HILLSIDE AVENUE,00075501,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO13987,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2434924,3,3078267,3396.0,49.0,20191226,AEUHAZ1,00487,151,WEIRFIELD STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V122619AEUHAZ100487,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1,,,35456680X
2318458,3,3063105,2417.0,37.0,20190109,AEUHAZ1,00660,107,SOUTH 3 STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V010919AEUHAZ100660,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1,,,35372155J
2327964,4,4005565,509.0,31.0,20190306,AEUHAZ1,01006,28-09,8 STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V030619AEUHAZ101006,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1,,,35372826L
2348454,1,1054628,1787.0,70.0,20190408,FISP,HAZ88160,231,EAST 122 STREET,00806231,,V040819FISPHAZ88160,V-DOB VIOLATION - ACTIVE,FISP-FACADE SAFETY PROGRAM,,,
2363685,M,1081791,1991.0,32.0,20190430,FISPNRF,00619,480,RIVERSIDE DRIVE,8C811996,FAILED TO FILE FISP CYCLE 8C TECHNICAL REPORT BY 02/21/2019,V043019FISPNRF00619,V-DOB VIOLATION - ACTIVE,FISPNRF-NO REPORT AND / OR LATE FILING (FACADE),,,
2394005,1,1056004,1863.0,26.0,20190906,ACC1,09634,103,WEST 108 STREET,1F4768,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V*090619ACC109634,V*-DOB VIOLATION - DISMISSED,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,20191112.0,CAT1   FAILED TO FILE 2017 AOC                 PENALTY PAID #62139129,
2338747,1,1041649,1389.0,124.0,20190405,EVCAT1,02576,31,EAST 74 STREET,1P48325,VIOLATION ISSUED TO ELEVATOR - FAILURE TO FILE CATEGORY 1 2017 INSPECTION/TEST,V*040519EVCAT102576,V*-DOB VIOLATION - DISMISSED,EVCAT1-ELEVATOR ANNUAL INSPECTION / TEST,20190424.0,"CIAGVN CANCELLED, 2017 INSPECTION FILED TIMELY.",
2398079,3,3063828,2495.0,52.0,20190919,AEUHAZ1,00370,129,EAGLE STREET,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V091919AEUHAZ100370,V-DOB VIOLATION - ACTIVE,AEUHAZ1-FAIL TO CERTIFY CLASS 1,,,35417255N
2418485,3,3116698,5086.0,2.0,20191108,LBLVIO,09975,857,FLATBUSH AVE,00110241,VIOLATION ISSUED FOR FAILURE TO FILE ANNUAL BOILER 2017 INSPECTION REPORT,V110819LBLVIO09975,V-DOB VIOLATION - ACTIVE,LBLVIO-LOW PRESSURE BOILER,,,
2338336,4,4207412,9704.0,48.0,20190405,EVCAT1,02165,148-43,HILLSIDE AVE,4P4736,VIOLATION ISSUED TO ELEVATOR - FAILURE TO FILE CATEGORY 1 2017 INSPECTION/TEST,V040519EVCAT102165,V-DOB VIOLATION - ACTIVE,EVCAT1-ELEVATOR ANNUAL INSPECTION / TEST,,,
2386695,1,1035400,1281.0,66.0,20190906,ACC1,02324,4,E 46 ST,1P7329,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V090619ACC102324,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,,,
2392607,3,3396777,2263.0,67.0,20190906,ACC1,08236,503,FLUSHING AVENUE,3P13395,VIO ISSUED TO ELEVATOR - FAIL TO CORRECT DEFECTS ON 2017 CAT 1 INSP/TST TST,V090619ACC108236,V-DOB VIOLATION - ACTIVE,ACC1-(OTHER BLDGS TYPES) - ELEVATOR AFFIRMATION OF CORRECTION,,,
2428817,3,3219576,7866.0,60.0,20191127,AEUHAZ1,00496,2118,FLATBUSH AVENUE,,FAILURE TO CERTIFY CORRECTION ON IMMEDIATELY HAZARDOUS (CLASS 1) ECB VIOLATION,V*112719AEUHAZ100496,V*-DOB VIOLATION - DISMISSED,AEUHAZ1-FAIL TO CERTIFY CLASS 1,20200110.0,ECB DISMISSED,35439618K
