,Gender,customer_type,age,type_of_travel,customer_class,flight_distance,inflight_wifi_service,departure_arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,onboard_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction
44690,Female,Loyal Customer,24,Business travel,Eco,321,4,1,1,1,4,4,2,4,2,5,4,3,3,4,0,0.0,neutral or dissatisfied
44691,Male,Loyal Customer,25,Business travel,Eco,551,4,1,1,1,4,4,2,4,1,5,3,2,4,4,0,0.0,neutral or dissatisfied
44692,Male,Loyal Customer,56,Business travel,Business,188,4,3,5,3,1,4,1,2,2,3,3,1,3,1,184,175.0,neutral or dissatisfied
44693,Male,Loyal Customer,56,Business travel,Business,2206,1,1,1,1,3,3,3,1,1,2,1,4,1,3,51,40.0,neutral or dissatisfied
44694,Male,Loyal Customer,11,Personal Travel,Eco,680,2,4,2,3,1,2,1,1,5,2,5,5,4,1,0,0.0,neutral or dissatisfied
44695,Female,Loyal Customer,47,Business travel,Business,3506,4,4,4,4,1,3,1,4,4,4,4,3,4,2,9,22.0,satisfied
44696,Female,Loyal Customer,50,Business travel,Business,835,2,2,2,2,2,3,3,2,2,2,2,4,2,1,25,3.0,neutral or dissatisfied
44697,Female,Loyal Customer,37,Business travel,Eco,351,5,1,1,1,5,5,5,5,4,5,4,1,1,5,2,0.0,satisfied
44698,Male,Loyal Customer,40,Personal Travel,Eco,304,4,5,3,4,3,3,3,3,5,5,4,3,4,3,0,2.0,satisfied
44699,Male,Loyal Customer,33,Personal Travel,Eco,342,2,4,2,3,3,2,2,3,3,4,5,5,4,3,7,5.0,neutral or dissatisfied
44700,Female,Loyal Customer,19,Personal Travel,Eco,446,3,4,3,3,1,3,1,1,4,2,5,4,4,1,30,18.0,neutral or dissatisfied
44701,Female,Loyal Customer,15,Personal Travel,Eco,2586,2,5,2,1,2,1,1,4,5,4,5,1,3,1,0,22.0,neutral or dissatisfied
44702,Female,Loyal Customer,22,Business travel,Business,3487,3,4,5,4,3,3,3,1,4,3,4,3,2,3,112,139.0,neutral or dissatisfied
44703,Female,Loyal Customer,52,Personal Travel,Eco,2182,1,4,1,4,3,2,1,4,4,1,2,1,4,3,0,0.0,neutral or dissatisfied
44704,Female,Loyal Customer,27,Business travel,Eco Plus,622,2,2,2,2,2,2,2,2,1,3,3,3,4,2,11,2.0,neutral or dissatisfied
44705,Male,Loyal Customer,31,Personal Travel,Business,1145,2,5,2,3,3,2,3,3,3,2,5,3,4,3,0,7.0,neutral or dissatisfied
44706,Male,Loyal Customer,39,Business travel,Business,1460,2,2,2,2,4,4,5,4,4,4,4,5,4,5,0,21.0,satisfied
44707,Male,Loyal Customer,18,Personal Travel,Eco,2075,3,2,3,2,3,3,3,3,2,5,1,2,2,3,106,117.0,neutral or dissatisfied
44708,Male,Loyal Customer,36,Personal Travel,Eco,1754,3,3,3,3,1,3,1,1,5,2,1,1,4,1,0,29.0,neutral or dissatisfied
44709,Female,Loyal Customer,7,Personal Travel,Eco,327,3,0,3,2,4,3,3,4,5,2,4,5,4,4,0,0.0,neutral or dissatisfied
44710,Male,disloyal Customer,44,Business travel,Business,227,2,2,2,4,1,2,1,1,1,5,3,1,4,1,0,0.0,neutral or dissatisfied
44711,Male,Loyal Customer,20,Personal Travel,Eco,1096,3,5,3,4,5,3,5,5,3,5,4,5,1,5,0,0.0,neutral or dissatisfied
44712,Female,Loyal Customer,58,Business travel,Eco,1303,3,1,1,1,3,3,3,3,4,3,3,3,2,3,161,158.0,neutral or dissatisfied
44713,Male,disloyal Customer,48,Business travel,Business,641,5,5,5,1,5,5,5,5,4,2,4,4,5,5,0,0.0,satisfied
44714,Female,Loyal Customer,52,Business travel,Business,1972,4,4,4,4,3,4,5,5,5,5,5,4,5,4,2,0.0,satisfied
44715,Male,Loyal Customer,69,Business travel,Business,216,3,3,3,3,2,2,4,5,5,5,5,3,5,2,0,0.0,satisfied
44716,Male,Loyal Customer,25,Personal Travel,Eco,153,3,5,3,1,1,3,1,1,4,5,4,3,5,1,3,0.0,neutral or dissatisfied
44717,Female,disloyal Customer,20,Business travel,Eco,522,1,0,0,1,5,0,3,5,4,1,5,1,1,5,7,18.0,neutral or dissatisfied
44718,Male,disloyal Customer,38,Business travel,Business,295,3,3,3,3,4,3,2,4,5,4,5,3,5,4,24,17.0,satisfied
44719,Male,Loyal Customer,30,Business travel,Eco Plus,925,5,3,5,3,5,5,5,5,5,3,5,5,1,5,5,6.0,satisfied
44720,Female,Loyal Customer,36,Business travel,Business,1005,1,4,4,4,4,4,4,1,1,1,1,2,1,4,3,0.0,neutral or dissatisfied
44721,Male,Loyal Customer,48,Business travel,Eco Plus,184,3,5,5,5,3,3,3,3,3,2,4,2,3,3,0,9.0,neutral or dissatisfied
44722,Female,Loyal Customer,53,Personal Travel,Eco,1609,1,5,1,4,3,4,5,2,2,1,2,3,2,4,0,2.0,neutral or dissatisfied
44723,Female,disloyal Customer,37,Business travel,Business,247,1,0,0,3,3,0,3,3,3,4,5,4,5,3,0,0.0,neutral or dissatisfied
44724,Female,Loyal Customer,16,Personal Travel,Eco,935,3,5,3,1,2,3,2,2,3,3,4,4,4,2,24,11.0,neutral or dissatisfied
44725,Female,Loyal Customer,40,Personal Travel,Eco Plus,946,3,4,3,5,1,3,1,1,1,5,5,2,3,1,0,0.0,neutral or dissatisfied
44726,Male,Loyal Customer,47,Personal Travel,Eco,395,2,2,4,4,3,4,3,3,1,5,3,2,3,3,50,45.0,neutral or dissatisfied
44727,Male,Loyal Customer,42,Business travel,Eco,341,4,4,4,4,4,4,4,4,3,4,2,3,1,4,80,67.0,satisfied
44728,Female,Loyal Customer,15,Business travel,Business,1947,3,1,1,1,3,3,3,3,3,1,3,2,3,3,6,9.0,neutral or dissatisfied
44729,Female,Loyal Customer,38,Business travel,Business,1646,3,3,3,3,5,5,5,2,4,5,2,5,5,5,187,185.0,satisfied
44730,Male,Loyal Customer,56,Business travel,Business,762,4,4,4,4,5,4,5,4,4,4,4,4,4,5,0,0.0,satisfied
44731,Female,Loyal Customer,19,Personal Travel,Eco,861,2,1,2,3,5,2,5,5,4,4,3,1,2,5,34,30.0,neutral or dissatisfied
44732,Female,Loyal Customer,44,Personal Travel,Eco,236,3,5,3,3,5,5,5,1,1,3,1,4,1,5,0,5.0,neutral or dissatisfied
44733,Male,Loyal Customer,72,Business travel,Business,2975,2,2,2,2,3,4,3,4,4,4,4,4,4,2,0,0.0,satisfied
44734,Male,Loyal Customer,49,Business travel,Business,545,4,4,4,4,3,5,5,5,5,5,5,3,5,4,5,0.0,satisfied
44735,Female,Loyal Customer,35,Business travel,Business,2438,3,3,3,3,3,5,4,3,3,3,3,5,3,4,4,0.0,satisfied
44736,Female,Loyal Customer,46,Business travel,Business,460,3,2,2,2,2,1,2,3,3,3,3,3,3,2,5,0.0,neutral or dissatisfied
44737,Male,Loyal Customer,44,Business travel,Business,1107,4,4,3,4,4,1,3,4,4,4,4,5,4,2,0,0.0,satisfied
44738,Male,disloyal Customer,26,Business travel,Eco,578,3,3,2,3,2,1,1,1,4,2,1,1,5,1,131,121.0,neutral or dissatisfied
44739,Female,Loyal Customer,39,Business travel,Business,3499,3,1,1,1,3,4,4,3,3,3,3,1,3,4,2,0.0,neutral or dissatisfied
44740,Female,Loyal Customer,33,Business travel,Business,3877,2,4,4,4,3,2,3,2,2,2,2,1,2,3,15,10.0,neutral or dissatisfied
44741,Female,disloyal Customer,22,Business travel,Eco,1056,3,3,3,3,3,3,3,3,4,3,3,1,3,3,30,47.0,neutral or dissatisfied
44742,Male,Loyal Customer,48,Business travel,Business,102,0,4,0,2,5,4,4,2,2,2,2,4,2,3,0,0.0,satisfied
44743,Female,Loyal Customer,56,Personal Travel,Eco,541,2,5,2,3,4,4,2,1,1,2,5,4,1,1,46,33.0,neutral or dissatisfied
44744,Female,disloyal Customer,20,Business travel,Eco,197,2,3,2,3,2,2,2,2,1,1,3,3,3,2,47,54.0,neutral or dissatisfied
44745,Female,Loyal Customer,53,Business travel,Eco Plus,253,4,3,3,3,4,5,3,4,4,4,4,2,4,4,5,0.0,satisfied
44746,Male,disloyal Customer,25,Business travel,Eco,669,2,2,2,4,1,2,1,1,4,4,4,5,1,1,0,0.0,neutral or dissatisfied
44747,Female,Loyal Customer,7,Personal Travel,Eco,447,3,4,3,2,4,3,4,4,3,5,4,3,5,4,77,88.0,neutral or dissatisfied
44748,Male,Loyal Customer,15,Personal Travel,Eco,1276,1,3,1,2,2,1,2,2,4,4,3,3,4,2,0,0.0,neutral or dissatisfied
44749,Female,Loyal Customer,55,Business travel,Business,471,1,4,1,1,2,5,4,5,5,5,5,3,5,5,0,0.0,satisfied
44750,Female,Loyal Customer,40,Business travel,Business,2768,0,5,0,4,5,5,5,3,3,3,3,3,3,3,0,0.0,satisfied
44751,Female,Loyal Customer,48,Business travel,Eco Plus,164,2,1,1,1,1,4,4,2,2,2,2,2,2,3,0,0.0,neutral or dissatisfied
44752,Female,Loyal Customer,46,Business travel,Business,311,4,4,5,4,5,4,5,5,5,5,5,4,5,5,0,0.0,satisfied
44753,Female,Loyal Customer,48,Business travel,Business,879,5,5,5,5,2,5,4,4,4,4,4,3,4,4,0,0.0,satisfied
44754,Female,Loyal Customer,9,Business travel,Business,1780,1,5,5,5,1,1,1,1,4,1,3,3,4,1,24,29.0,neutral or dissatisfied
44755,Male,Loyal Customer,28,Business travel,Business,2057,4,4,4,4,5,5,5,5,5,5,4,4,5,5,22,10.0,satisfied
44756,Female,disloyal Customer,24,Business travel,Eco,1062,5,5,5,5,5,5,5,5,3,5,5,5,5,5,0,7.0,satisfied
44757,Male,Loyal Customer,66,Personal Travel,Eco,1024,2,5,2,4,3,2,3,3,5,3,4,3,5,3,1,0.0,neutral or dissatisfied
44758,Male,Loyal Customer,53,Business travel,Business,2065,2,3,3,3,2,3,3,2,2,2,2,2,2,3,0,0.0,neutral or dissatisfied
44759,Female,Loyal Customer,8,Personal Travel,Eco,1158,1,4,1,1,1,1,1,1,3,4,5,5,5,1,22,15.0,neutral or dissatisfied
44760,Female,Loyal Customer,26,Business travel,Business,2745,3,1,3,1,3,3,3,3,1,3,2,3,1,3,2,13.0,neutral or dissatisfied
44761,Male,Loyal Customer,29,Business travel,Eco,1136,2,2,2,2,2,2,2,2,3,3,4,1,3,2,20,22.0,neutral or dissatisfied
44762,Female,Loyal Customer,29,Business travel,Business,2191,1,1,3,1,5,5,5,5,3,3,5,5,4,5,0,0.0,satisfied
44763,Female,Loyal Customer,28,Business travel,Business,2465,1,1,1,1,4,4,4,4,4,4,5,2,1,4,0,0.0,satisfied
44764,Male,Loyal Customer,32,Personal Travel,Eco Plus,363,2,5,2,2,2,2,2,2,4,4,5,4,4,2,5,17.0,neutral or dissatisfied
44765,Female,Loyal Customer,52,Business travel,Business,1640,2,5,5,5,5,3,3,2,2,3,2,2,2,1,0,0.0,neutral or dissatisfied
44766,Female,Loyal Customer,60,Business travel,Eco,1195,5,2,2,2,2,3,4,5,5,5,5,1,5,3,14,0.0,satisfied
44767,Female,Loyal Customer,59,Business travel,Business,3718,2,2,2,2,3,4,5,5,5,5,5,4,5,3,55,49.0,satisfied
44768,Female,disloyal Customer,20,Business travel,Eco,1121,1,1,1,3,5,1,5,5,3,1,3,2,3,5,0,18.0,neutral or dissatisfied
44769,Female,Loyal Customer,45,Business travel,Eco,651,2,1,1,1,3,3,4,2,2,2,2,3,2,3,24,15.0,neutral or dissatisfied
44770,Male,Loyal Customer,33,Personal Travel,Eco,854,4,4,4,5,3,4,3,3,3,2,4,4,4,3,6,0.0,neutral or dissatisfied
44771,Male,Loyal Customer,25,Business travel,Business,3214,2,2,2,2,2,2,2,2,1,2,3,3,2,2,0,0.0,neutral or dissatisfied
44772,Male,Loyal Customer,59,Business travel,Business,3644,5,5,5,5,1,3,4,4,4,4,4,3,4,1,24,12.0,satisfied
44773,Male,Loyal Customer,41,Business travel,Business,1893,5,5,2,5,2,4,5,4,4,4,4,4,4,3,0,0.0,satisfied
44774,Male,Loyal Customer,8,Personal Travel,Eco,270,1,4,1,5,1,1,1,1,3,4,4,4,4,1,0,0.0,neutral or dissatisfied
44775,Female,Loyal Customer,40,Business travel,Business,1573,1,2,2,2,4,4,3,1,1,1,1,3,1,1,0,0.0,neutral or dissatisfied
44776,Female,Loyal Customer,35,Personal Travel,Business,1050,4,5,5,1,4,4,4,2,2,5,2,5,2,5,0,0.0,neutral or dissatisfied
44777,Female,disloyal Customer,22,Business travel,Eco,325,2,5,1,4,2,1,2,2,4,4,4,3,4,2,0,0.0,neutral or dissatisfied
44778,Female,Loyal Customer,43,Business travel,Business,2203,5,5,5,5,3,5,5,4,4,4,4,5,4,3,0,1.0,satisfied
44779,Female,Loyal Customer,37,Business travel,Eco,462,4,3,5,3,4,3,4,4,1,5,4,1,4,4,0,0.0,neutral or dissatisfied
44780,Female,Loyal Customer,32,Business travel,Eco,2125,3,5,5,5,3,3,3,3,4,5,4,2,4,3,0,0.0,neutral or dissatisfied
44781,Female,Loyal Customer,43,Business travel,Business,912,4,5,4,4,4,5,5,4,4,4,4,5,4,5,0,0.0,satisfied
44782,Female,Loyal Customer,24,Business travel,Eco,588,1,4,4,4,1,1,4,1,2,3,4,1,4,1,0,0.0,neutral or dissatisfied
44783,Female,Loyal Customer,28,Business travel,Eco Plus,1086,5,4,2,4,5,5,5,5,2,2,2,4,2,5,17,7.0,satisfied
44784,Female,Loyal Customer,69,Personal Travel,Eco,761,3,3,3,3,3,3,4,2,2,3,2,1,2,2,20,6.0,neutral or dissatisfied
44785,Female,Loyal Customer,52,Business travel,Business,448,2,2,2,2,3,5,4,5,5,5,5,5,5,5,16,7.0,satisfied
44786,Male,disloyal Customer,27,Business travel,Business,429,4,4,4,1,5,4,1,5,3,2,4,3,5,5,0,0.0,neutral or dissatisfied
44787,Female,Loyal Customer,52,Business travel,Business,2116,1,1,1,1,2,2,4,4,4,4,4,1,4,3,28,27.0,satisfied
44788,Male,Loyal Customer,48,Personal Travel,Eco,456,3,4,3,3,5,3,5,5,3,4,5,4,2,5,1,4.0,neutral or dissatisfied
44789,Female,Loyal Customer,46,Business travel,Business,2951,2,2,2,2,5,5,5,4,4,4,4,3,4,3,17,12.0,satisfied
44790,Male,Loyal Customer,60,Business travel,Business,1623,4,4,4,4,4,5,4,5,5,5,5,3,5,5,0,3.0,satisfied
44791,Female,Loyal Customer,53,Business travel,Business,1440,2,4,4,4,1,2,2,2,2,2,2,2,2,3,0,0.0,neutral or dissatisfied
44792,Male,Loyal Customer,41,Personal Travel,Eco,599,3,1,3,1,4,3,4,4,3,5,2,4,2,4,0,0.0,neutral or dissatisfied
44793,Male,disloyal Customer,38,Business travel,Business,473,4,4,4,1,1,4,1,1,5,3,4,5,5,1,43,37.0,satisfied
44794,Male,Loyal Customer,51,Business travel,Business,2748,4,4,4,4,5,4,4,5,5,5,5,5,5,3,17,0.0,satisfied
44795,Male,Loyal Customer,48,Business travel,Business,239,4,4,4,4,4,4,4,5,5,5,5,5,5,4,3,3.0,satisfied
44796,Female,Loyal Customer,41,Business travel,Business,1211,1,1,1,1,4,4,5,5,5,5,5,5,5,3,0,0.0,satisfied
44797,Female,disloyal Customer,30,Business travel,Eco Plus,401,3,3,3,4,3,3,3,3,3,3,3,1,4,3,0,0.0,neutral or dissatisfied
44798,Female,Loyal Customer,51,Business travel,Eco Plus,173,5,5,5,5,2,4,4,5,5,5,5,2,5,3,0,0.0,satisfied
44799,Female,disloyal Customer,72,Business travel,Eco,2486,2,2,2,1,2,3,3,4,2,2,2,3,3,3,4,17.0,neutral or dissatisfied
44800,Female,Loyal Customer,10,Personal Travel,Eco,1235,3,5,3,5,5,3,5,5,4,4,5,5,5,5,0,0.0,neutral or dissatisfied
44801,Female,Loyal Customer,39,Business travel,Business,3649,3,2,2,2,1,4,4,3,3,3,3,4,3,4,0,5.0,neutral or dissatisfied
44802,Male,Loyal Customer,37,Personal Travel,Eco,617,2,1,2,3,2,2,2,2,3,2,3,2,3,2,0,0.0,neutral or dissatisfied
44803,Male,disloyal Customer,26,Business travel,Business,821,2,2,2,3,4,2,4,4,4,5,4,5,4,4,10,5.0,neutral or dissatisfied
44804,Male,Loyal Customer,58,Business travel,Business,2384,2,2,3,2,2,5,5,4,4,4,4,3,4,4,4,0.0,satisfied
44805,Female,disloyal Customer,22,Business travel,Eco,368,2,5,2,1,4,2,4,4,5,3,4,4,5,4,0,0.0,neutral or dissatisfied
44806,Male,Loyal Customer,57,Personal Travel,Eco,255,4,1,0,4,4,0,4,4,2,2,4,1,4,4,46,37.0,neutral or dissatisfied
44807,Male,Loyal Customer,44,Personal Travel,Eco,349,2,4,2,3,5,2,5,5,4,5,5,5,5,5,0,0.0,neutral or dissatisfied
44808,Male,Loyal Customer,48,Business travel,Business,3165,2,4,2,2,2,4,4,5,5,5,5,4,5,3,50,47.0,satisfied
44809,Female,Loyal Customer,56,Business travel,Business,3532,1,1,2,1,4,5,4,2,2,2,2,5,2,4,0,0.0,satisfied
44810,Female,disloyal Customer,47,Business travel,Eco,936,2,3,3,3,1,3,1,1,1,4,4,3,4,1,0,3.0,neutral or dissatisfied
44811,Female,Loyal Customer,21,Personal Travel,Eco,432,1,5,1,1,1,1,1,1,4,5,4,3,4,1,3,2.0,neutral or dissatisfied
44812,Male,Loyal Customer,54,Business travel,Business,236,5,5,3,5,4,5,4,4,4,4,4,3,4,4,18,15.0,satisfied
44813,Female,Loyal Customer,54,Business travel,Business,1584,2,2,2,2,4,4,4,4,4,4,4,4,4,4,0,8.0,satisfied
44814,Female,disloyal Customer,26,Business travel,Eco,236,2,4,2,3,1,2,1,1,3,1,4,3,3,1,6,8.0,neutral or dissatisfied
44815,Female,Loyal Customer,22,Business travel,Business,2384,1,1,1,1,5,5,5,3,4,4,4,5,4,5,142,133.0,satisfied
44816,Female,Loyal Customer,42,Business travel,Business,1464,1,1,1,1,3,5,5,5,5,5,5,3,5,3,11,13.0,satisfied
44817,Female,Loyal Customer,7,Personal Travel,Business,853,3,3,3,4,3,3,3,3,3,4,4,4,3,3,5,0.0,neutral or dissatisfied
44818,Female,Loyal Customer,50,Business travel,Business,1194,5,5,5,5,3,4,5,5,5,5,5,4,5,5,0,0.0,satisfied
44819,Female,Loyal Customer,50,Business travel,Business,1775,1,1,1,1,2,4,4,5,5,5,5,5,5,5,0,0.0,satisfied
44820,Female,Loyal Customer,57,Business travel,Eco,526,4,1,4,1,4,4,4,5,5,3,4,4,3,4,185,175.0,satisfied
44821,Male,Loyal Customer,57,Personal Travel,Eco,399,2,4,2,1,2,2,2,2,4,5,4,3,5,2,1,0.0,neutral or dissatisfied
44822,Female,Loyal Customer,54,Business travel,Business,3774,4,4,4,4,3,1,5,4,4,4,4,1,4,1,31,15.0,satisfied
44823,Male,Loyal Customer,29,Personal Travel,Eco,1024,2,5,2,3,1,2,1,1,5,4,5,4,4,1,84,89.0,neutral or dissatisfied
44824,Female,Loyal Customer,28,Personal Travel,Eco,1084,1,5,1,2,3,1,3,3,3,3,5,4,4,3,0,0.0,neutral or dissatisfied
44825,Female,disloyal Customer,28,Business travel,Business,802,3,3,3,3,1,3,1,1,3,4,4,4,4,1,0,0.0,neutral or dissatisfied
44826,Male,Loyal Customer,21,Personal Travel,Eco,473,3,4,3,3,5,3,4,5,1,4,4,1,4,5,0,0.0,neutral or dissatisfied
44827,Male,Loyal Customer,54,Business travel,Eco Plus,463,4,4,4,4,4,4,4,4,1,1,3,1,4,4,38,24.0,neutral or dissatisfied
44828,Female,Loyal Customer,37,Business travel,Eco Plus,442,4,2,2,2,4,4,4,4,5,3,1,3,2,4,3,0.0,satisfied
44829,Male,Loyal Customer,59,Business travel,Eco,650,2,1,4,4,2,2,2,2,2,2,3,3,4,2,0,0.0,neutral or dissatisfied
44830,Female,Loyal Customer,27,Business travel,Eco,991,4,2,2,2,4,4,4,4,5,3,1,3,2,4,0,0.0,satisfied
44831,Female,disloyal Customer,30,Business travel,Eco,599,2,0,2,2,2,2,2,2,2,4,3,4,4,2,9,0.0,neutral or dissatisfied
44832,Female,Loyal Customer,56,Business travel,Business,427,4,4,4,4,4,5,5,3,3,4,3,4,3,4,0,0.0,satisfied
44833,Male,Loyal Customer,29,Business travel,Business,1891,3,3,3,3,4,4,4,4,1,1,4,3,5,4,0,0.0,satisfied
44834,Male,Loyal Customer,48,Business travel,Eco,517,4,1,1,1,4,4,4,4,4,5,4,3,4,4,0,0.0,neutral or dissatisfied
44835,Male,Loyal Customer,27,Personal Travel,Eco,765,3,4,3,5,4,3,4,4,4,2,4,4,4,4,0,0.0,neutral or dissatisfied
44836,Male,Loyal Customer,58,Business travel,Business,164,4,4,4,4,3,4,5,4,4,4,4,4,4,3,0,0.0,satisfied
44837,Male,disloyal Customer,37,Business travel,Business,986,2,2,2,4,1,2,1,1,3,2,5,4,4,1,50,10.0,neutral or dissatisfied
44838,Male,Loyal Customer,50,Business travel,Business,3477,2,2,2,2,3,4,5,4,4,4,4,4,4,3,0,0.0,satisfied
44839,Male,Loyal Customer,18,Personal Travel,Eco,341,1,4,5,3,2,5,2,2,3,4,4,3,4,2,0,0.0,neutral or dissatisfied
44840,Female,Loyal Customer,12,Personal Travel,Eco,548,1,0,1,2,4,1,4,4,5,1,4,5,1,4,0,0.0,neutral or dissatisfied
44841,Male,disloyal Customer,22,Business travel,Eco,1310,3,3,3,2,3,3,3,3,4,4,1,4,1,3,0,0.0,neutral or dissatisfied
44842,Male,disloyal Customer,21,Business travel,Eco,247,0,0,0,4,2,0,2,2,3,2,4,4,4,2,3,4.0,satisfied
44843,Male,Loyal Customer,33,Personal Travel,Eco,134,2,5,2,4,4,2,4,4,3,3,5,4,4,4,12,21.0,neutral or dissatisfied
44844,Female,Loyal Customer,30,Personal Travel,Eco,1372,3,5,3,2,4,3,4,4,5,4,5,5,5,4,0,0.0,neutral or dissatisfied
44845,Female,Loyal Customer,18,Business travel,Business,1901,4,3,3,3,4,4,4,4,2,4,3,1,4,4,0,0.0,neutral or dissatisfied
44846,Female,Loyal Customer,46,Personal Travel,Eco,134,1,0,1,3,4,5,5,5,5,1,5,3,5,5,0,0.0,neutral or dissatisfied
44847,Male,Loyal Customer,34,Personal Travel,Eco Plus,1346,4,5,4,1,3,4,3,3,3,2,3,4,5,3,0,0.0,neutral or dissatisfied
44848,Female,Loyal Customer,7,Personal Travel,Eco,550,3,5,3,1,2,3,2,2,3,2,5,4,4,2,17,8.0,neutral or dissatisfied
44849,Male,Loyal Customer,53,Business travel,Business,1464,4,4,4,4,5,5,5,3,3,3,3,4,3,3,0,0.0,satisfied
44850,Female,disloyal Customer,28,Business travel,Eco,1092,2,2,2,1,1,2,4,1,3,1,2,2,5,1,0,0.0,neutral or dissatisfied
44851,Male,Loyal Customer,47,Business travel,Business,170,0,3,0,3,3,4,2,4,4,4,4,1,4,4,0,0.0,satisfied
44852,Female,Loyal Customer,69,Personal Travel,Eco,1192,3,5,4,3,3,5,4,1,1,4,1,5,1,5,0,35.0,neutral or dissatisfied
44853,Female,Loyal Customer,71,Business travel,Business,1998,5,2,2,2,2,2,2,5,5,4,5,3,5,1,7,48.0,neutral or dissatisfied
44854,Female,disloyal Customer,28,Business travel,Eco,1197,1,1,1,3,3,1,1,3,2,2,4,3,3,3,0,0.0,neutral or dissatisfied
44855,Female,Loyal Customer,31,Business travel,Business,1119,3,3,3,3,5,5,5,5,3,2,4,5,4,5,19,16.0,satisfied
44856,Male,Loyal Customer,53,Business travel,Business,2521,2,2,2,2,5,5,5,3,5,5,4,5,3,5,0,0.0,satisfied
44857,Male,Loyal Customer,30,Business travel,Business,3857,5,5,5,5,5,5,5,5,4,2,5,4,4,5,0,0.0,satisfied
44858,Male,Loyal Customer,51,Business travel,Business,1550,4,4,4,4,3,4,4,2,2,2,2,4,2,5,0,0.0,satisfied
44859,Male,Loyal Customer,24,Business travel,Business,1062,5,5,5,5,3,3,3,3,4,5,5,4,5,3,0,0.0,satisfied
44860,Female,disloyal Customer,22,Business travel,Eco,912,3,3,3,3,3,3,3,3,3,3,2,2,3,3,0,0.0,neutral or dissatisfied
44861,Female,Loyal Customer,30,Personal Travel,Eco,462,3,4,3,2,2,3,2,2,3,2,5,5,4,2,0,0.0,neutral or dissatisfied
44862,Male,Loyal Customer,14,Personal Travel,Eco,645,3,5,3,2,4,3,4,4,3,1,1,5,3,4,0,0.0,neutral or dissatisfied
44863,Male,Loyal Customer,58,Personal Travel,Eco,147,2,4,2,3,2,2,2,2,3,2,4,4,4,2,0,0.0,neutral or dissatisfied
44864,Female,disloyal Customer,20,Business travel,Eco,1587,3,3,3,3,4,3,4,4,4,2,4,2,3,4,19,3.0,neutral or dissatisfied
44865,Male,Loyal Customer,41,Business travel,Business,2475,1,3,3,3,4,2,3,1,1,1,1,3,1,1,0,43.0,neutral or dissatisfied
44866,Female,Loyal Customer,17,Business travel,Business,369,3,2,2,2,3,3,3,3,3,1,4,2,4,3,63,68.0,neutral or dissatisfied
44867,Female,Loyal Customer,16,Personal Travel,Eco,551,5,2,5,3,2,5,2,2,1,3,3,4,4,2,0,5.0,satisfied
44868,Male,Loyal Customer,28,Personal Travel,Eco,448,5,4,5,3,1,5,1,1,2,5,4,1,3,1,0,0.0,satisfied
44869,Female,Loyal Customer,68,Personal Travel,Eco,347,2,3,2,4,4,2,2,3,3,2,3,1,3,1,0,0.0,neutral or dissatisfied
44870,Female,Loyal Customer,37,Business travel,Business,196,5,5,5,5,5,5,3,4,4,5,4,1,4,2,0,0.0,satisfied
44871,Male,Loyal Customer,46,Business travel,Business,1975,2,2,2,2,2,5,5,3,3,3,3,5,3,3,0,0.0,satisfied
44872,Male,Loyal Customer,24,Business travel,Business,781,3,3,2,3,4,4,4,4,2,2,5,2,3,4,0,0.0,satisfied
44873,Female,Loyal Customer,41,Personal Travel,Eco,406,2,4,2,2,3,2,3,3,3,3,5,4,5,3,22,18.0,neutral or dissatisfied
44874,Male,Loyal Customer,50,Personal Travel,Eco,719,4,4,4,1,1,4,1,1,4,5,4,4,4,1,104,110.0,neutral or dissatisfied
44875,Female,Loyal Customer,52,Personal Travel,Eco,594,3,4,3,3,4,5,3,5,5,3,5,2,5,5,0,0.0,neutral or dissatisfied
44876,Female,disloyal Customer,26,Business travel,Business,480,0,1,1,4,3,1,2,3,4,4,5,4,5,3,0,0.0,satisfied
44877,Female,disloyal Customer,24,Business travel,Eco,95,2,3,2,4,5,2,5,5,3,4,3,3,3,5,0,0.0,neutral or dissatisfied
44878,Female,Loyal Customer,41,Business travel,Business,1608,3,3,2,3,5,2,3,3,3,3,3,2,3,1,0,0.0,neutral or dissatisfied
44879,Female,Loyal Customer,68,Personal Travel,Eco,2449,1,3,1,3,1,1,1,1,4,3,2,1,1,1,0,18.0,neutral or dissatisfied
44880,Male,Loyal Customer,25,Business travel,Business,2680,2,2,2,2,5,5,5,5,4,1,1,4,3,5,0,0.0,satisfied
44881,Female,Loyal Customer,50,Personal Travel,Eco,1014,4,2,4,3,5,4,3,5,5,4,5,2,5,2,28,19.0,neutral or dissatisfied
44882,Female,Loyal Customer,65,Business travel,Eco,416,5,1,3,1,4,2,4,5,5,5,5,1,5,3,66,63.0,satisfied
44883,Female,Loyal Customer,47,Personal Travel,Eco,101,4,3,4,3,1,4,3,4,4,4,4,1,4,5,0,0.0,neutral or dissatisfied
44884,Male,Loyal Customer,47,Business travel,Business,1715,2,4,4,4,4,4,3,2,2,2,2,4,2,4,0,0.0,neutral or dissatisfied
44885,Male,Loyal Customer,13,Personal Travel,Eco Plus,296,2,4,2,2,5,2,5,5,4,4,3,5,4,5,13,5.0,neutral or dissatisfied
