,Age,Occupation,Annual_Income,Monthly_Inh_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outsting_Debt,Credit_Utilization_Ratio,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,AutoLoan,Credit-BuilderLoan,DebtConsolidationLoan,HomeEquityLoan,MortgageLoan,NotSpecified,PaydayLoan,PersonalLoan,StudentLoan
18475,28,Teacher,29283.91,2380.3258333333333,3,5,8,2,17,4,8.33,3.0,Good,309.61,32.849676963451074,No,36.20844627352849,196.07505184717263,LowspentMediumvaluepayments,285.74908521263217,0,0,0,0,1,1,0,0,0
18476,23,Writer,71843.52,5836.96,7,6,10,0,26,13,13.82,13.0,Standard,369.7,29.85116678994898,Yes,0.0,119.6544666785996,HighspentMediumvaluepayments,714.0415333214005,0,0,0,0,0,0,0,0,0
18477,23,Writer,71843.52,5836.96,7,6,3586,0,26,11,16.82,13.0,Standard,369.7,33.889935072543985,Yes,33497.0,143.511523085097,LowspentLargevaluepayments,710.1844769149029,0,0,0,0,0,0,0,0,0
18478,23,Writer,71843.52,5836.96,7,6,10,0,26,11,13.82,13.0,Standard,369.7,41.02112291771548,Yes,0.0,175.228049121623,HighspentMediumvaluepayments,658.467950878377,0,0,0,0,0,0,0,0,0
18479,23,Writer,71843.52,5836.96,7,6,10,0,22,13,13.82,13.0,Standard,369.7,33.1741189573114,Yes,0.0,463.3070851776306,LowspentMediumvaluepayments,400.3889148223695,0,0,0,0,0,0,0,0,0
18480,28,Doctor,7153.435,532.1195833333334,8,9,24,2,48,11,16.98,10.0,Standard,1272.77,33.244364853556725,Yes,7.05443635523817,18.404290988533727,HighspentSmallvaluepayments,287.75323098956136,0,0,0,0,0,0,0,2,0
18481,28,Doctor,7153.435,532.1195833333334,8,9,24,2,48,11,16.98,10.0,Standard,1272.77,34.710573663060856,NM,7.05443635523817,0.0,HighspentMediumvaluepayments,287.2649207225008,0,0,0,0,0,0,0,2,0
18482,28,Doctor,7153.435,4182.004291203503,8,9,24,2,45,10,16.98,12.0,Standard,1272.77,37.91053064037546,Yes,7.05443635523817,48.021212776409904,LowspentSmallvaluepayments,288.13630920168526,0,0,0,0,0,0,0,2,0
18483,28,Doctor,7153.435,532.1195833333334,8,9,24,2,43,11,16.98,12.0,Standard,1272.77,26.05201413796121,Yes,7.05443635523817,25.16573804822641,LowspentLargevaluepayments,290.99178392986875,0,0,0,0,0,0,0,2,0
18484,15,Mechanic,15862.67,1046.8891666666666,7,10,28,6,28,23,18.36,13.0,Bad,4763.66,30.7661138805238,Yes,76.60381292560204,39.10321945905898,HighspentMediumvaluepayments,238.9818842820057,1,0,1,0,1,1,1,0,0
18485,16,Mechanic,15862.67,1046.8891666666666,7,10,28,6,27,23,18.36,13.0,Bad,4763.66,30.04944038584524,Yes,76.60381292560204,59.267389992197685,HighspentSmallvaluepayments,228.81771374886696,1,0,1,0,1,1,1,0,0
18486,16,Mechanic,15862.67,1046.8891666666666,7,10,28,6,21,23,18.36,13.0,Bad,4763.66,23.80038103359073,Yes,76.60381292560204,55.35803896302532,LowspentSmallvaluepayments,262.72706477803933,1,0,1,0,1,1,1,0,0
18489,38,Mechanic,12549.985,4182.004291203503,7,5,13,1304,13,15,3.87,6.0,Standard,803.44,37.814528577551854,NM,9.947697793357491,55.30964439121088,!@9#%8,277.625866148765,0,0,0,0,0,1,0,0,0
18490,38,Mechanic,12549.985,828.8320833333335,7,792,13,1,13,15,3.87,6.0,Standard,803.44,27.336561687008828,NM,9.947697793357491,23.82398604060337,!@9#%8,299.1115244993725,0,0,0,0,0,1,0,0,0
18499,43,Scientist,48818.10000000001,4112.47688987567,8,6,20,6,58,20,3.43,12.0,Bad,2218.45,37.15316238477602,Yes,343.0413329687718,226.6916169033661,LowspentLargevaluepayments,310.2826602521928,0,1,1,0,1,2,1,0,0
18500,43,Engineer,98459.7,8165.975,3,7,9,569,4,14,1.8,3.0,Good,24.1,40.01062815009931,No,196.5613024739651,132.9425876439557,HighspentMediumvaluepayments,737.0936098820794,2,0,0,0,0,0,1,1,0
18501,43,Engineer,98459.7,8165.975,3,7,9,4,0,12,1.8,3.0,Good,24.1,31.190525478443583,NM,196.5613024739651,502.5081356475064,LowspentMediumvaluepayments,397.5280618785288,2,0,0,0,0,0,1,1,0
18502,43,Engineer,98459.7,8165.975,3,7,9,4,-4,12,1.8,4.0,Good,24.1,35.69700856124217,No,196.5613024739651,10000.0,!@9#%8,620.6471335568995,2,0,0,0,0,0,1,1,0
18503,43,Engineer,98459.7,4182.004291203503,3,7,9,4,0,12,1.8,1990.0,Good,24.1,36.19592346058135,No,196.5613024739651,137.37221373426198,HighspentMediumvaluepayments,732.663983791773,2,0,0,0,0,0,1,1,0
18504,7554,Developer,60462.44,4182.004291203503,7,7,26,7,40,20,4.19,10.0,Standard,1432.13,30.275336473207087,Yes,319.7903879031772,10000.0,HighspentMediumvaluepayments,340.4505505206054,0,0,1,1,0,1,1,0,2
18506,30,Developer,60462.44,5081.536666666667,7,7,26,7,41,19,8.19,13.0,Standard,1432.13,33.95577649768425,NM,319.7903879031772,62.85763933480089,HighspentMediumvaluepayments,375.5056394286887,0,0,1,1,0,1,1,0,2
18507,30,Developer,60462.44,4182.004291203503,7,7,26,7,41,20,8.19,13.0,Standard,1432.13,29.342122154609235,Yes,319.7903879031772,104.99672506667928,HighspentSmallvaluepayments,343.3665536968103,0,0,1,1,0,1,1,0,2
18508,22,MediaManager,19280.73,4182.004291203503,5,9,32,2,20,11,10.67,10.0,Standard,2412.06,33.74109711120437,Yes,17.677035792091182,182.51093765028892,LowspentSmallvaluepayments,276.38477655761983,1,0,0,0,0,1,0,0,0
18509,22,MediaManager,19280.73,4182.004291203503,5,9,32,2,20,10,10.67,10.0,Standard,2412.06,37.16773533516593,Yes,79075.0,69.18633845065399,!@9#%8,369.70937575725486,1,0,0,0,0,1,0,0,0
18510,22,MediaManager,19280.73,4182.004291203503,5,9,32,2,22,11,10.67,10.0,Standard,2412.06,30.674771804854743,Yes,17.677035792091182,46.805450296098606,LowspentLargevaluepayments,392.09026391181015,1,0,0,0,0,1,0,0,0
18511,23,MediaManager,19280.73,1865.7275,5,9,32,2,20,11,10.67,10.0,Standard,2412.06,35.20465825008785,NM,17.677035792091182,16.76514644860176,HighspentLargevaluepayments,392.1305677593071,1,0,0,0,0,1,0,0,0
18514,35,Teacher,17666.82,4182.004291203503,8,5,3,2,25,22,2.77,0.0,Good,346.12,28.751917018716945,No,18.33757706656416,43.631110784549925,LowspentMediumvaluepayments,378.85481214888586,0,0,1,0,1,0,0,0,0
18515,35,Teacher,17666.82,1608.235,8,5,3,2,24,22,2.77,5.0,Good,346.12,31.654669837120768,NM,18.33757706656416,10000.0,LowspentSmallvaluepayments,251.4125517693124,0,0,1,0,1,0,0,0,0
18516,26,Teacher,31757.98,2868.498333333333,6,8,23,9,43,21,23.05,10.0,Bad,4679.1,37.52833711610197,Yes,133.9027918033147,145.52217701165674,LowspentLargevaluepayments,277.424864518362,1,1,1,0,0,1,1,1,1
18517,26,Teacher,31757.98,2868.498333333333,6,8,23,-100,43,22,23.05,10.0,Bad,4679.1,38.15025794134802,Yes,133.9027918033147,106.71935242001165,HighspentMediumvaluepayments,296.22768911000713,1,1,1,0,0,1,1,1,1
18520,27,Engineer,39123.42,3020.285,6,5,15,3,9,16,9.47,5.0,Standard,139.77,35.01979392614214,Yes,64.49842308960841,74.80708388003458,HighspentMediumvaluepayments,412.7229930303569,0,0,0,1,0,1,0,0,1
18521,27,Engineer,39123.42,3020.285,6,5,15,3,7,18,7.47,5.0,Standard,139.77,37.290810964378274,Yes,64.49842308960841,83.38275985836545,LowspentMediumvaluepayments,434.1473170520262,0,0,0,1,0,1,0,0,1
18522,27,Engineer,39123.42,3020.285,6,5,15,3,7,19,7.47,5.0,Standard,139.77,27.31828784505219,Yes,64.49842308960841,152.4135888824142,HighspentSmallvaluepayments,345.11648802797737,0,0,0,1,0,1,0,0,1
18524,20,Engineer,35844.02,4182.004291203503,3,7,13,1,5,17,7.17,10.0,Standard,1072.28,40.111870829974656,Yes,24.56853693521975,52.14344076300034,HighspentMediumvaluepayments,443.58818896844656,0,0,0,0,1,0,0,0,0
18525,20,Engineer,35844.02,4182.004291203503,3,7,13,1,5,20,14.17,10.0,Standard,1072.28,36.759548721851466,Yes,24.56853693521975,333.9271639621571,LowspentSmallvaluepayments,201.80446576928972,0,0,0,0,1,0,0,0,0
18527,20,Engineer,35844.02,2536.154636727495,3,7,13,1,5,20,14.17,10.0,Standard,1072.28,27.227098762605443,Yes,191.41556687439143,10000.0,LowspentSmallvaluepayments,290.3837134015244,0,0,0,0,1,0,0,0,0
18528,18,Developer,15169.51,1038.1258333333333,3,7,12,4,27,19,12.14,5.0,Standard,1179.95,27.777752848518304,Yes,33.073620198102546,106.6940957151972,LowspentSmallvaluepayments,254.0448674200336,0,0,0,1,0,1,0,2,0
18530,18,Developer,15169.51,1038.1258333333333,3,7,12,4,25,19,12.14,5.0,Standard,1179.95,35.848092547456176,Yes,33.073620198102546,54.53336417543059,HighspentSmallvaluepayments,276.20559895980017,0,0,0,1,0,1,0,2,0
18531,18,Developer,15169.51,1038.1258333333333,3,7,12,4,20,21,12.14,10.0,Standard,1179.95,25.485359264611844,Yes,33.073620198102546,130.73626736864088,LowspentSmallvaluepayments,230.00269576658988,0,0,0,1,0,1,0,2,0
18532,35,Writer,134139.48,11352.29,2,5,11,4,22,1,11.14,1.0,Good,1486.38,26.58185175731849,No,416.36052363764793,10000.0,LowspentMediumvaluepayments,397.1816145763768,1,0,0,0,2,0,0,0,1
18534,35,Writer,134139.48,11352.29,3,6,11,4,19,1,10.14,30.080200142959256,Good,1486.38,34.730433312367595,NM,416.36052363764793,246.56011526794,HighspentLargevaluepayments,712.3083610944121,1,0,0,0,2,0,0,0,1
18537,55,Entrepreneur,33642.07,2509.505833333333,7,3,12,2,22,11,4.14,8.0,Standard,696.57,28.95972224585068,No,29.56393249432308,43.046394276510135,HighspentLargevaluepayments,418.34025656250014,0,0,1,0,0,1,0,0,0
18538,55,Entrepreneur,33642.07,2509.505833333333,7,3,12,2,17,8,4.14,8.0,Standard,696.57,34.33119670628677,No,29.56393249432308,10000.0,LowspentMediumvaluepayments,344.4450643287571,0,0,1,0,0,1,0,0,0
18539,55,Entrepreneur,33642.07,2509.505833333333,7,3,12,2,22,8,4.14,8.0,Standard,696.57,35.13275106703995,No,29.56393249432308,10000.0,!@9#%8,422.6306156636289,0,0,1,0,0,1,0,0,0
18540,19,Engineer,15580.41,1048.3675,9,9,16,9,58,16,27.57,13.0,Bad,4319.35,27.588217585205665,NM,112.513721323882,24.54266268878808,HighspentSmallvaluepayments,227.78036598733,1,3,0,1,1,1,1,0,0
18541,19,Engineer,15580.41,1048.3675,9,9,16,9,58,16,26.57,13.0,Bad,4319.35,31.30782556976171,Yes,112.513721323882,62.23377850018244,!@9#%8,210.0892501759356,1,3,0,1,1,1,1,0,0
18542,19,Engineer,15580.41,1048.3675,9,9,16,9,60,16,26.57,13.0,Bad,4319.35,36.47585852526531,Yes,71131.0,49.76091950839077,LowspentSmallvaluepayments,232.56210916772724,1,3,0,1,1,1,1,0,0
18546,46,Accountant,107068.92,4182.004291203503,3,3,1954,3,9,13,11.69,7.0,Standard,122.31,24.29294762594737,Yes,211.87092824406523,425.952280665591,HighspentSmallvaluepayments,487.91779109034377,0,0,0,1,1,0,0,0,1
18547,46,Accountant,107068.92,4182.004291203503,3,3,5,3,10,15,11.69,7.0,Standard,122.31,35.61936044547598,Yes,211.87092824406523,283.7519356976018,LowspentMediumvaluepayments,650.118136058333,0,0,0,1,1,0,0,0,1
18550,27,Developer,73802.24,5971.186666666667,8,10,17,8,47,18,16.61,7.0,Bad,3626.94,34.017183611296375,Yes,487.3028130411074,94.9360254755496,HighspentMediumvaluepayments,264.8798281500096,0,1,2,1,1,1,1,0,0
18551,27,Developer,73802.24,5971.186666666667,8,10,17,8,47,15,17.61,7.0,Bad,3626.94,23.906848290146364,NM,487.3028130411074,90.2702319911902,HighspentLargevaluepayments,259.54562163436907,0,1,2,1,1,1,1,0,0
18553,33,Mechanic,43956.23,3820.019166666667,3,4,4,0,14,4,7.16,4.0,Good,1084.09,32.09885403094061,No,0.0,132.56166332276268,LowspentMediumvaluepayments,529.440253343904,0,0,0,0,0,0,0,0,0
18555,34,Mechanic,43956.23,3820.019166666667,3,4,4,-100,12,4,8.16,4.0,Good,1084.09,36.9314982935266,NM,0.0,67.97917169921149,HighspentSmallvaluepayments,574.0227449674552,0,0,0,0,0,0,0,0,0
18556,23,Entrepreneur,80411.04000000001,4182.004291203503,8,4,11,-100,13,8,5.71,5.0,Good,1413.55,28.36353372204163,No,65.7390498502761,304.9867902951552,LowspentMediumvaluepayments,578.766159854569,0,0,0,0,0,0,1,0,0
18558,23,Entrepreneur,80411.04000000001,4182.004291203503,8,4,11,-100,10,10,11.71,5.0,Good,1413.55,35.61454575631481,No,65.7390498502761,145.44678217162456,HighspentSmallvaluepayments,718.3061679780997,0,0,0,0,0,0,1,0,0
18560,47,Teacher,39305.86,4182.004291203503,6,5,5,2,27,15,19.33,3.0,Standard,1365.29,34.20310275119558,Yes,64.40514455373912,237.2105705087506,HighspentSmallvaluepayments,306.83311827084367,0,0,1,0,0,0,0,0,1
18561,47,Teacher,39305.86,3484.488333333333,6,5,5,2,27,18,19.33,3.0,Standard,1365.29,27.938146151134426,Yes,64.40514455373912,34.664535139370564,HighspentLargevaluepayments,489.3791536402237,0,0,1,0,0,0,0,0,1
18563,47,Teacher,39305.86,3484.488333333333,6,5,5,2,26,15,19.33,3.0,Standard,1365.29,27.007937373083163,Yes,64.40514455373912,213.32151928233296,HighspentSmallvaluepayments,330.7221694972613,0,0,1,0,0,0,0,0,1
18564,15,Engineer,46417.56,3606.13,6,7,29,5,61,17,17.65,13.0,Bad,4419.23,33.776042762937124,Yes,150.6176886772737,248.68058379666283,HighspentSmallvaluepayments,221.31472752606345,2,0,1,0,2,0,0,0,0
18565,6126,Engineer,46417.56,3606.13,6,7,29,5,59,17,17.65,13.0,Bad,4419.23,26.443017417420048,Yes,150.6176886772737,52.20254663561009,HighspentMediumvaluepayments,407.7927646871162,2,0,1,0,2,0,0,0,0
18566,15,Engineer,46417.56,4182.004291203503,6,7,29,5,61,17,21.65,13.0,Bad,4419.23,26.219060660531675,NM,150.6176886772737,478.8529736497232,LowspentSmallvaluepayments,21.142337673003222,2,0,1,0,2,0,0,0,0
18568,52,Musician,44595.18,4182.004291203503,3,3,10,1,14,7,8.22,4.0,Good,795.49,27.8190995433342,NM,24.356888978924307,118.3403711131255,HighspentMediumvaluepayments,470.5292399079502,0,0,1,0,0,0,0,0,0
18569,52,Musician,44595.18,3632.265,3,3,10,1,14,7,8.22,4.0,Good,795.49,37.66010361995571,No,24.356888978924307,51.63181546099373,HighspentMediumvaluepayments,537.237795560082,0,0,1,0,0,0,0,0,0
18572,42,Doctor,42757.81,3556.150833333333,0,1143,3,3,1,7,7.21,9.0,Good,646.98,24.203661227398424,No,102.80956873920842,126.40191852260524,HighspentMediumvaluepayments,376.40359607151976,0,0,0,1,1,0,0,0,1
18573,42,Doctor,42757.81,3556.150833333333,0,5,3,3,1,6,2.21,9.0,Good,646.98,39.542108119653705,No,102.80956873920842,60.143871736324165,HighspentLargevaluepayments,432.6616428578008,0,0,0,1,1,0,0,0,1
18574,42,Doctor,42757.81,3556.150833333333,0,5,3,3,1,6,2.21,9.0,Good,646.98,26.686084120296503,No,102.80956873920842,160.9323359744246,!@9#%8,361.8731786197004,0,0,0,1,1,0,0,0,1
18575,43,Doctor,42757.81,3556.150833333333,0,5,3,3,0,8,2.21,9.0,Good,646.98,29.45389483344313,NM,102.80956873920842,146.2827945115649,LowspentSmallvaluepayments,396.52272008256006,0,0,0,1,1,0,0,0,1
18578,39,Scientist,119902.4,10202.866666666669,5,4,11,1,4,2,0.82,5.0,Good,1037.85,41.1460508802109,NM,93.3367829127304,405.6170735142945,HighspentMediumvaluepayments,771.3328102396417,0,0,0,0,0,0,1,0,0
18579,39,Scientist,119902.4,10202.866666666669,5,4,11,1,4,4,0.82,5.0,Good,1037.85,28.60648976517428,No,93.3367829127304,205.4310345285548,HighspentSmallvaluepayments,981.5188492253816,0,0,0,0,0,0,1,0,0
18581,42,Writer,46410.42,3973.535,8,6,17,9,46,16,18.19,8.0,Bad,3011.03,27.61405790042017,Yes,282.1502449906272,291.8733723962783,LowspentSmallvaluepayments,113.32988261309458,1,1,0,1,2,1,1,0,1
18582,42,Writer,46410.42,3973.535,8,6,17,-100,46,19,18.19,8.0,Bad,3011.03,27.923043202619706,Yes,282.1502449906272,69.26949188363032,HighspentMediumvaluepayments,295.9337631257425,1,1,0,1,2,1,1,0,1
18583,42,Writer,46410.42,3973.535,8,6,17,9,46,19,23.19,621.0,Bad,3011.03,32.107545438488124,Yes,282.1502449906272,79.48370650585127,HighspentLargevaluepayments,275.7195485035216,1,1,0,1,2,1,1,0,1
18584,45,Engineer,40894.22,3221.851666666667,5,5,11,0,5,2,3.07,4.0,Good,1243.45,35.91030851803361,No,0.0,41.8960065307911,HighspentLargevaluepayments,520.2891601358756,0,0,0,0,0,0,0,0,0
18586,45,Engineer,40894.22,4182.004291203503,5,5,11,0,5,0,3.07,4.0,Good,1243.45,28.356014564614725,No,0.0,127.52635753475256,HighspentSmallvaluepayments,454.6588091319142,0,0,0,0,0,0,0,0,0
18587,45,Engineer,40894.22,4182.004291203503,5,5,11,0,10,-3,3.07,4.0,Good,1243.45,37.663966949413634,No,0.0,110.01177231974668,LowspentMediumvaluepayments,492.17339434692,0,0,0,0,0,0,0,0,0
18588,29,Teacher,20615.79,1761.9825,7,7,976,7,54,13,10.01,8.0,Standard,1901.5,26.37328858486452,Yes,72.10578358210539,50.20725358965107,LowspentLargevaluepayments,323.88521282824354,1,1,1,1,1,0,1,1,0
18589,29,Teacher,20615.79,4182.004291203503,7,7,21,7,54,13,10.01,8.0,Standard,1901.5,29.50762294929625,Yes,72.10578358210539,12.72106708993897,HighspentLargevaluepayments,331.3713993279557,1,1,1,1,1,0,1,1,0
18590,29,Teacher,20615.79,1761.9825,7,7,21,7,54,13,9.01,8.0,Standard,1901.5,27.80167706652292,Yes,72.10578358210539,10000.0,HighspentLargevaluepayments,311.2703550236424,1,1,1,1,1,0,1,1,0
18591,29,Teacher,20615.79,1761.9825,7,7,21,7,54,16,10.01,8.0,Standard,1901.5,34.84874623780624,Yes,72.10578358210539,146.08883348648882,LowspentSmallvaluepayments,248.00363293140583,1,1,1,1,1,0,1,1,0
18593,25,Scientist,38673.64,3333.8033333333333,5,6,4,4,9,3,8.38,7.0,Good,1176.78,36.17889739181813,No,88.28333171154881,251.16331913261192,LowspentLargevaluepayments,263.93368248917267,0,0,2,0,0,1,1,0,0
18594,25,Scientist,38673.64,3333.8033333333333,5,6,4,4,4,3,8.38,7.0,Good,1176.78,25.51554646339555,No,88.28333171154881,180.16478645839203,LowspentLargevaluepayments,334.93221516339247,0,0,2,0,0,1,1,0,0
18595,25,Scientist,38673.64,3333.8033333333333,5,6,4,4,4,3,8.38,7.0,Good,1176.78,38.33399514685552,No,88.28333171154881,194.05135528702215,HighspentSmallvaluepayments,311.0456463347624,0,0,2,0,0,1,1,0,0
18597,33,Teacher,66460.6,5448.383333333334,8,10,16,-100,29,23,2.15,15.0,Bad,4681.43,22.252461910757745,Yes,278.0799630810047,385.0732329626942,!@9#%8,171.68513728963458,0,1,1,0,2,0,2,0,0
18600,35,Lawyer,127720.4,10739.366666666669,5,6,12,0,5,8,1.82,3.0,Good,356.24,33.813455146584765,No,0.0,99.36367367185876,HighspentLargevaluepayments,1214.572992994808,0,0,0,0,0,0,0,0,0
18604,40,Writer,18116.1,1552.675,3,9,34,7,14,9,7.43,13.0,Standard,1745.84,36.79237258764551,Yes,62.401016117626114,148.31623687766427,LowspentMediumvaluepayments,224.55024700470963,1,0,1,1,0,1,2,1,0
18605,40,Writer,18116.1,4182.004291203503,3,9,34,7,14,9,7.43,13.0,Standard,1745.84,38.9339422064954,Yes,62.401016117626114,100.56201359529696,LowspentSmallvaluepayments,282.30447028707687,1,0,1,1,0,1,2,1,0
18606,40,Writer,18116.1,1552.675,3,9,34,7,14,9,7.43,13.0,Standard,1745.84,38.19189915702768,Yes,62.401016117626114,178.8283741271574,LowspentSmallvaluepayments,204.03810975521648,1,0,1,1,0,1,2,1,0
18607,40,Writer,18116.1,1552.675,3,9,34,7,13,9,7.43,13.0,Standard,1745.84,36.368607613157394,Yes,62.401016117626114,75.54853691854244,LowspentMediumvaluepayments,297.31794696383145,1,0,1,1,0,1,2,1,0
18609,43,Accountant,67841.78,5562.481666666668,8,3,14,4,32,14,2.35,3.0,Standard,1475.39,30.47554154247886,Yes,177.35078973790849,634.2994417935882,LowspentSmallvaluepayments,34.597935135169905,0,0,0,0,2,0,1,0,0
18610,43,Accountant,67841.78,5562.481666666668,8,1190,14,-100,28,18,-2.65,3.0,Standard,1475.39,30.992833420794447,Yes,177.35078973790849,167.98597161993118,HighspentSmallvaluepayments,470.911405308827,0,0,0,0,2,0,1,0,0
18612,25,Entrepreneur,31439.6,2846.9666666666667,5,7,18,4,6,8,15.51,8.0,Standard,1283.46,30.59811724916131,Yes,104.2731009082232,307.42998000841027,LowspentSmallvaluepayments,162.99358575003322,0,1,1,0,0,0,2,0,0
18613,25,Entrepreneur,1950976.0,2846.9666666666667,5,7,18,4,11,8,15.51,8.0,Standard,1283.46,23.228264449253142,Yes,104.2731009082232,126.91689277370617,LowspentSmallvaluepayments,343.5066729847373,0,1,1,0,0,0,2,0,0
18618,33,Architect,104506.98,8986.915,5,1,3,4,5,8,10.61,7.0,Good,684.55,37.29984950265974,No,340.1049572228566,613.1947082132053,HighspentSmallvaluepayments,205.391834563938,0,0,0,1,1,1,0,1,0
18620,41,Manager,19078.99,1867.9158333333328,9,9,28,5,44,22,0.75,11.0,Bad,1367.42,36.23473732742839,Yes,44.88120482278831,66.13831187779536,HighspentMediumvaluepayments,325.77206663274967,1,0,0,0,0,0,1,0,2
18621,42,Manager,19078.99,1867.9158333333328,9,9,28,5,44,22,5.75,11.0,Bad,1367.42,26.28691551113059,Yes,44.88120482278831,32.41467523730201,HighspentLargevaluepayments,349.495703273243,1,0,0,0,0,0,1,0,2
18622,42,Manager,19078.99,1867.9158333333328,9,9,28,5,44,22,2.75,11.0,Bad,1367.42,27.770039430899736,Yes,44.88120482278831,10000.0,HighspentSmallvaluepayments,316.75921894766554,1,0,0,0,0,0,1,0,2
18623,42,Manager,19078.99,1867.9158333333328,9,9,28,5,44,25,5.75,11.0,Bad,1367.42,37.4782965625804,Yes,44.88120482278831,83.57105364516134,LowspentSmallvaluepayments,348.33932486538373,1,0,0,0,0,0,1,0,2
18624,29,Lawyer,14129.42,1027.4516666666666,5,4,27,5,29,11,8.63,11.0,Standard,2550.42,28.35603097904856,Yes,55.22550617995536,129.58949253329186,LowspentSmallvaluepayments,207.93016795341947,0,1,0,1,0,2,0,0,0
18626,29,Lawyer,14129.42,1027.4516666666666,5,4,27,5,27,11,8.63,11.0,Standard,2550.42,38.76670899133239,Yes,55.22550617995536,55.83883401219485,LowspentMediumvaluepayments,271.68082647451644,0,1,0,1,0,2,0,0,0
18628,31,Lawyer,40984.4,3655.366666666667,3,5,7,2,25,4,2.0,5.0,Good,292.09,32.671378616779144,No,56.966458455228654,147.6236757887761,HighspentMediumvaluepayments,410.946532422662,0,0,0,0,0,0,1,1,0
18630,31,Lawyer,40984.4,3655.366666666667,3,5,7,2,30,5,9.0,5.0,Good,292.09,36.96336674811528,No,56.966458455228654,60.70914447703356,HighspentMediumvaluepayments,497.8610637344045,0,0,0,0,0,0,1,1,0
18631,31,Lawyer,40984.4,3655.366666666667,3,5,7,2,25,1,9.0,5.0,Good,292.09,39.19608588596881,No,56.966458455228654,74.14152556043385,HighspentMediumvaluepayments,484.4286826510042,0,0,0,0,0,0,1,1,0
18632,28,Developer,15985.29,1210.9858277517103,6,10,26,2,26,10,11.85,15.0,Standard,1336.47,38.444081688817136,Yes,101.97922144372292,126.2196773021387,LowspentMediumvaluepayments,265.43352350242816,0,0,0,0,0,1,0,1,0
18634,28,Developer,15985.29,1210.9858277517103,6,10,26,2,30,10,11.85,15.0,Standard,1336.47,37.42689764439511,Yes,101.97922144372292,85.66490109145003,LowspentMediumvaluepayments,305.98829971311693,0,0,0,0,0,1,0,1,0
18635,28,Developer,15985.29,1210.9858277517103,6,10,26,2,30,10,11.85,15.0,Standard,1336.47,38.37571464196037,Yes,2356.0,58.645937339347846,LowspentMediumvaluepayments,333.0072634652191,0,0,0,0,0,1,0,1,0
18636,30,MediaManager,25810.93,1916.910833333333,5,3,14,3,13,12,10.53,5.0,Standard,1123.51,26.7438473300587,Yes,51.42495073815972,48.82440019594177,LowspentLargevaluepayments,361.4417323992319,1,1,0,0,0,1,0,0,0
18638,30,MediaManager,25810.93,1916.910833333333,6,4,14,3,16,15,10.53,5.0,Standard,1123.51,30.89082127310808,Yes,51.42495073815972,76.59632410920142,HighspentMediumvaluepayments,313.66980848597217,1,1,0,0,0,1,0,0,0
18641,31,Writer,53699.7,4382.974999999999,8,5,13,0,20,8,2.6,2.0,Standard,1422.8,32.378300438172644,No,0.0,90.25451884003095,HighspentLargevaluepayments,588.042981159969,0,0,0,0,0,0,0,0,0
